,Pick,Teams,Draft Year,Player,Games Played,TotalMinPlayed,TotalPointsScored,TotalRebounds,TotalAssist,FieldGoal_%,3point_% ,FreeThrow_%,Win Shares,Win_sharesPer48mins,BoxPlus-Minus,ValueOverReplacementPlayer,AveMinPerGame,AvePointsPerGame,AveReboundPerGame,AveAssistPerGame
1443,56,DEN,2014,Devyn Marble,44.0,457.0,97.0,69.0,29.0,0.304,0.222,0.375,0.0,0.0,0.0,0.0,10.4,2.2,1.6,0.7
1444,57,IND,2014,Louis Labeyrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,58,SAS,2014,Jordan McRae,123.0,1696.0,846.0,225.0,167.0,0.417,0.355,0.772,1.7,0.048,0.0,0.0,13.8,6.9,1.8,1.4
1446,59,TOR,2014,Xavier Thames,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,60,SAS,2014,Cory Jefferson,58.0,581.0,205.0,161.0,16.0,0.444,0.125,0.583,0.9,0.071,0.0,0.0,10.0,3.5,2.8,0.3
1448,1,MIN,2015,Karl-Anthony Towns,460.0,15779.0,10621.0,5243.0,1424.0,0.527,0.396,0.833,63.0,0.192,4.8,27.2,34.3,23.1,11.4,3.1
1449,2,LAL,2015,D'Angelo Russell,404.0,11849.0,7175.0,1444.0,2225.0,0.42,0.359,0.775,13.2,0.053,0.6,7.8,29.3,17.8,3.6,5.5
1450,3,PHI,2015,Jahlil Okafor,247.0,4827.0,2566.0,1169.0,225.0,0.542,0.222,0.676,7.2,0.071,0.0,0.0,19.5,10.4,4.7,0.9
1451,4,NYK,2015,Kristaps Porziņģis,320.0,9907.0,5995.0,2499.0,487.0,0.442,0.353,0.816,25.1,0.122,1.5,8.8,31.0,18.7,7.8,1.5
1452,5,ORL,2015,Mario Hezonja,330.0,6107.0,2284.0,1026.0,415.0,0.417,0.319,0.812,3.2,0.025,0.0,0.0,18.5,6.9,3.1,1.3
1453,6,SAC,2015,Willie Cauley-Stein,420.0,9270.0,3675.0,2468.0,597.0,0.544,0.188,0.612,23.3,0.121,0.0,4.4,22.1,8.8,5.9,1.4
1454,7,DEN,2015,Emmanuel Mudiay,302.0,7187.0,3299.0,884.0,1143.0,0.401,0.323,0.744,0.0,0.0,0.0,0.0,23.8,10.9,2.9,3.8
1455,8,DET,2015,Stanley Johnson,395.0,7844.0,2467.0,1230.0,565.0,0.38,0.299,0.755,5.4,0.033,0.0,0.0,19.9,6.2,3.1,1.4
1456,9,CHA,2015,Frank Kaminsky,377.0,7925.0,3541.0,1527.0,619.0,0.429,0.348,0.743,15.3,0.093,0.0,3.4,21.0,9.4,4.1,1.6
1457,10,MIA,2015,Justise Winslow,310.0,8022.0,2587.0,1590.0,779.0,0.414,0.316,0.638,8.0,0.048,0.0,0.0,25.9,8.3,5.1,2.5
1458,11,IND,2015,Myles Turner,431.0,12379.0,5485.0,2879.0,513.0,0.489,0.349,0.768,33.1,0.128,0.7,8.3,28.7,12.7,6.7,1.2
1459,12,UTA,2015,Trey Lyles,427.0,7678.0,3253.0,1821.0,447.0,0.438,0.336,0.726,13.1,0.082,0.0,1.8,18.0,7.6,4.3,1.0
1460,13,PHO,2015,Devin Booker,460.0,15468.0,10695.0,1788.0,2126.0,0.454,0.354,0.869,27.2,0.085,0.2,8.7,33.6,23.3,3.9,4.6
1461,14,OKC,2015,Cameron Payne,261.0,4531.0,1924.0,559.0,767.0,0.421,0.365,0.835,7.1,0.075,0.0,1.6,17.4,7.4,2.1,2.9
1462,15,ATL,2015,Kelly Oubre Jr.,457.0,11600.0,5508.0,1995.0,461.0,0.433,0.329,0.754,16.7,0.069,0.0,0.4,25.4,12.1,4.4,1.0
1463,16,BOS,2015,Terry Rozier,455.0,11701.0,5584.0,1770.0,1400.0,0.413,0.373,0.815,21.6,0.089,0.4,7.2,25.7,12.3,3.9,3.1
1464,17,MIL,2015,Rashad Vaughn,139.0,1671.0,423.0,158.0,75.0,0.337,0.313,0.692,0.0,0.0,0.0,0.0,12.0,3.0,1.1,0.5
1465,18,HOU,2015,Sam Dekker,201.0,3097.0,1094.0,607.0,160.0,0.478,0.288,0.606,5.4,0.083,0.0,0.5,15.4,5.4,3.0,0.8
1466,19,WAS,2015,Jerian Grant,279.0,4998.0,1692.0,530.0,805.0,0.411,0.323,0.77,8.3,0.08,0.0,0.5,17.9,6.1,1.9,2.9
1467,20,TOR,2015,Delon Wright,387.0,8088.0,2840.0,1251.0,1189.0,0.452,0.353,0.795,21.3,0.126,2.0,8.2,20.9,7.3,3.2,3.1
1468,21,DAL,2015,Justin Anderson,232.0,3041.0,1203.0,585.0,160.0,0.412,0.293,0.776,4.7,0.074,0.0,0.4,13.1,5.2,2.5,0.7
1469,22,CHI,2015,Bobby Portis,432.0,9277.0,4751.0,2803.0,517.0,0.47,0.384,0.752,19.9,0.103,0.0,3.2,21.5,11.0,6.5,1.2
1470,23,POR,2015,Rondae Hollis-Jefferson,305.0,6759.0,2760.0,1684.0,579.0,0.449,0.212,0.735,12.9,0.091,0.0,2.3,22.2,9.0,5.5,1.9
1471,24,CLE,2015,Tyus Jones,435.0,7926.0,2604.0,754.0,1589.0,0.435,0.343,0.824,17.7,0.107,0.3,4.6,18.2,6.0,1.7,3.7
1472,25,MEM,2015,Jarell Martin,184.0,2927.0,998.0,639.0,114.0,0.434,0.346,0.766,3.2,0.053,0.0,0.0,15.9,5.4,3.5,0.6
1473,26,SAS,2015,Nikola Milutinov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,27,LAL,2015,Larry Nance Jr.,387.0,9345.0,3144.0,2538.0,739.0,0.528,0.33,0.684,24.3,0.125,1.1,7.3,24.1,8.1,6.6,1.9
1475,28,BOS,2015,R.J. Hunter,45.0,395.0,133.0,46.0,19.0,0.371,0.295,0.818,0.4,0.051,0.0,0.0,8.8,3.0,1.0,0.4
1476,29,BRK,2015,Chris McCullough,59.0,532.0,194.0,112.0,15.0,0.426,0.306,0.548,0.6,0.054,0.0,0.0,9.0,3.3,1.9,0.3
1477,30,GSW,2015,Kevon Looney,344.0,5545.0,1603.0,1600.0,436.0,0.562,0.172,0.615,18.5,0.16,0.0,2.1,16.1,4.7,4.7,1.3
1478,31,MIN,2015,Cedi Osman,307.0,7593.0,3058.0,1015.0,654.0,0.42,0.349,0.719,6.6,0.042,0.0,0.0,24.7,10.0,3.3,2.1
1479,32,HOU,2015,Montrezl Harrell,437.0,9468.0,5686.0,2338.0,598.0,0.619,0.12,0.659,39.2,0.199,2.9,11.7,21.7,13.0,5.4,1.4
1480,33,BOS,2015,Jordan Mickey,64.0,482.0,152.0,128.0,17.0,0.449,0.118,0.605,0.5,0.05,0.0,0.0,7.5,2.4,2.0,0.3
1481,34,LAL,2015,Anthony Brown,41.0,762.0,161.0,103.0,28.0,0.328,0.286,0.85,0.0,0.0,0.0,0.0,18.6,3.9,2.5,0.7
1482,35,PHI,2015,Willy Hernangómez,287.0,4356.0,2084.0,1677.0,308.0,0.537,0.314,0.692,13.4,0.148,0.2,2.4,15.2,7.3,5.8,1.1
1483,36,MIN,2015,Rakeem Christmas,30.0,225.0,63.0,57.0,4.0,0.467,0.0,0.724,0.5,0.105,0.0,0.0,7.5,2.1,1.9,0.1
1484,37,PHI,2015,Richaun Holmes,372.0,7861.0,3586.0,2152.0,401.0,0.606,0.256,0.745,26.6,0.162,0.5,4.9,21.1,9.6,5.8,1.1
1485,38,DET,2015,Darrun Hilliard,91.0,859.0,295.0,85.0,71.0,0.377,0.304,0.747,0.3,0.016,0.0,0.0,9.4,3.2,0.9,0.8
1486,39,CHA,2015,Juan Pablo Vaulet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,40,MIA,2015,Josh Richardson,418.0,12533.0,5034.0,1317.0,1125.0,0.428,0.361,0.834,23.0,0.088,0.0,4.9,30.0,12.0,3.2,2.7
1488,41,BRK,2015,Pat Connaughton,406.0,7483.0,2367.0,1355.0,505.0,0.447,0.366,0.791,17.6,0.113,0.0,3.7,18.4,5.8,3.3,1.2
1489,42,UTA,2015,Olivier Hanlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,43,IND,2015,Joe Young,127.0,1077.0,429.0,130.0,119.0,0.393,0.296,0.768,0.4,0.016,0.0,0.0,8.5,3.4,1.0,0.9
1491,44,PHO,2015,Andrew Harrison,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,3.2,0.051,0.0,0.0,20.6,7.0,2.0,2.8
1492,45,BOS,2015,Marcus Thornton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,46,MIL,2015,Norman Powell,419.0,9378.0,4732.0,1083.0,623.0,0.462,0.382,0.831,19.7,0.101,0.0,4.3,22.4,11.3,2.6,1.5
1494,47,PHI,2015,Artūras Gudaitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,48,OKC,2015,Dakari Johnson,31.0,161.0,55.0,34.0,8.0,0.564,0.0,0.55,0.6,0.178,0.0,0.1,5.2,1.8,1.1,0.3
1496,49,WAS,2015,Aaron White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,50,ATL,2015,Marcus Eriksson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,51,ORL,2015,Tyler Harvey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,52,DAL,2015,Satnam Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,53,CLE,2015,Sir'Dominic Pointer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,54,UTA,2015,Dani Díez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,55,SAS,2015,Cady Lalanne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,56,NOP,2015,Branden Dawson,6.0,29.0,5.0,4.0,0.0,0.4,0.0,1.0,0.0,0.069,0.0,0.0,4.8,0.8,0.7,0.0
1504,57,DEN,2015,Nikola Radičević,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,58,PHI,2015,J.P. Tokoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,59,ATL,2015,Dimitrios Agravanis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,60,PHI,2015,Luka Mitrović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,1,PHI,2016,Ben Simmons,275.0,9326.0,4382.0,2217.0,2127.0,0.56,0.147,0.597,30.4,0.156,3.7,13.5,33.9,15.9,8.1,7.7
1509,2,LAL,2016,Brandon Ingram,358.0,11756.0,6559.0,1832.0,1346.0,0.459,0.362,0.765,17.4,0.071,0.0,4.6,32.8,18.3,5.1,3.8
1510,3,BOS,2016,Jaylen Brown,383.0,10918.0,6177.0,1891.0,741.0,0.47,0.373,0.712,22.5,0.099,0.0,5.5,28.5,16.1,4.9,1.9
1511,4,PHO,2016,Dragan Bender,187.0,3755.0,1014.0,720.0,237.0,0.399,0.323,0.654,0.5,0.006,0.0,0.0,20.1,5.4,3.9,1.3
1512,5,MIN,2016,Kris Dunn,231.0,5561.0,1889.0,766.0,950.0,0.42,0.305,0.727,3.7,0.032,0.0,0.1,24.1,8.2,3.3,4.1
1513,6,NOP,2016,Buddy Hield,446.0,12906.0,7070.0,1895.0,1076.0,0.429,0.399,0.863,16.5,0.061,0.2,7.2,28.9,15.9,4.2,2.4
1514,7,DEN,2016,Jamal Murray,345.0,10384.0,5639.0,1258.0,1322.0,0.446,0.367,0.878,20.8,0.096,0.3,6.0,30.1,16.3,3.6,3.8
1515,8,SAC,2016,Marquese Chriss,281.0,5248.0,2167.0,1343.0,293.0,0.456,0.29,0.666,6.2,0.056,0.0,0.0,18.7,7.7,4.8,1.0
1516,9,TOR,2016,Jakob Poeltl,397.0,7853.0,2762.0,2339.0,550.0,0.627,0.667,0.514,27.0,0.165,1.0,6.0,19.8,7.0,5.9,1.4
1517,10,MIL,2016,Thon Maker,263.0,3624.0,1216.0,726.0,161.0,0.435,0.327,0.68,6.6,0.087,0.0,0.0,13.8,4.6,2.8,0.6
1518,11,ORL,2016,Domantas Sabonis,404.0,11431.0,5747.0,3676.0,1428.0,0.533,0.32,0.727,34.1,0.143,1.7,10.8,28.3,14.2,9.1,3.5
1519,12,UTA,2016,Taurean Prince,348.0,8480.0,3667.0,1378.0,619.0,0.414,0.372,0.819,7.4,0.042,0.0,0.3,24.4,10.5,4.0,1.8
1520,13,PHO,2016,Georgios Papagiannis,39.0,477.0,160.0,123.0,29.0,0.514,0.0,0.857,0.4,0.044,0.0,0.0,12.2,4.1,3.2,0.7
1521,14,CHI,2016,Denzel Valentine,256.0,4817.0,1795.0,857.0,466.0,0.394,0.36,0.787,4.5,0.045,0.0,0.2,18.8,7.0,3.3,1.8
1522,15,DEN,2016,Juancho Hernangómez,282.0,4362.0,1487.0,948.0,177.0,0.424,0.345,0.693,7.1,0.079,0.0,0.0,15.5,5.3,3.4,0.6
1523,16,BOS,2016,Guerschon Yabusele,74.0,486.0,173.0,105.0,31.0,0.442,0.323,0.682,1.1,0.105,0.0,0.0,6.6,2.3,1.4,0.4
1524,17,MEM,2016,Wade Baldwin,56.0,579.0,174.0,69.0,78.0,0.355,0.25,0.776,0.0,0.0,0.0,0.0,10.3,3.1,1.2,1.4
1525,18,DET,2016,Henry Ellenson,83.0,787.0,342.0,206.0,49.0,0.371,0.336,0.773,0.4,0.023,0.0,0.0,9.5,4.1,2.5,0.6
1526,19,DEN,2016,Malik Beasley,316.0,6545.0,3239.0,774.0,388.0,0.429,0.38,0.808,9.0,0.066,0.0,1.4,20.7,10.3,2.4,1.2
1527,20,IND,2016,Caris LeVert,303.0,8318.0,4444.0,1158.0,1197.0,0.436,0.333,0.737,11.6,0.067,0.0,3.4,27.5,14.7,3.8,4.0
1528,21,ATL,2016,DeAndre' Bembry,288.0,5593.0,1744.0,939.0,527.0,0.475,0.283,0.611,4.4,0.038,0.0,0.0,19.4,6.1,3.3,1.8
1529,22,CHA,2016,Malachi Richardson,70.0,625.0,198.0,70.0,24.0,0.358,0.301,0.783,0.0,0.0,0.0,0.0,8.9,2.8,1.0,0.3
1530,23,BOS,2016,Ante Žižić,113.0,1517.0,674.0,446.0,64.0,0.581,0.0,0.711,3.5,0.11,0.0,0.0,13.4,6.0,3.9,0.6
1531,24,PHI,2016,Timothé Luwawu-Cabarrot,312.0,5021.0,1859.0,623.0,279.0,0.39,0.334,0.828,4.3,0.041,0.0,0.0,16.1,6.0,2.0,0.9
1532,25,LAC,2016,Brice Johnson,21.0,107.0,47.0,34.0,3.0,0.449,0.0,0.6,0.1,0.062,0.0,0.0,5.1,2.2,1.6,0.1
1533,26,PHI,2016,Furkan Korkmaz,240.0,4603.0,1961.0,553.0,333.0,0.407,0.359,0.773,7.3,0.076,0.0,0.5,19.2,8.2,2.3,1.4
1534,27,TOR,2016,Pascal Siakam,376.0,10866.0,5703.0,2323.0,1110.0,0.489,0.328,0.774,30.2,0.134,1.5,9.7,28.9,15.2,6.2,3.0
1535,28,PHO,2016,Skal Labissière,148.0,2595.0,1069.0,662.0,152.0,0.492,0.353,0.748,4.4,0.081,0.0,0.0,17.5,7.2,4.5,1.0
1536,29,SAS,2016,Dejounte Murray,304.0,7681.0,3591.0,1789.0,1399.0,0.454,0.328,0.758,14.8,0.092,1.5,6.7,25.3,11.8,5.9,4.6
1537,30,GSW,2016,Damian Jones,180.0,2582.0,896.0,585.0,136.0,0.661,0.286,0.7,7.6,0.141,0.0,0.4,14.3,5.0,3.3,0.8
1538,31,BOS,2016,Deyonta Davis,107.0,1299.0,454.0,346.0,47.0,0.599,0.0,0.635,3.6,0.131,0.0,0.0,12.1,4.2,3.2,0.4
1539,32,LAL,2016,Ivica Zubac,339.0,6327.0,2750.0,2148.0,367.0,0.598,0.1,0.753,24.1,0.183,0.6,4.2,18.7,8.1,6.3,1.1
1540,33,LAC,2016,Cheick Diallo,183.0,2186.0,958.0,759.0,78.0,0.596,0.286,0.774,6.3,0.139,0.0,0.3,11.9,5.2,4.1,0.4
1541,34,PHO,2016,Tyler Ulis,133.0,2782.0,998.0,223.0,537.0,0.403,0.28,0.808,0.5,0.008,0.0,0.0,20.9,7.5,1.7,4.0
1542,35,BOS,2016,Rade Zagorac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,36,MIL,2016,Malcolm Brogdon,325.0,9780.0,4991.0,1357.0,1550.0,0.464,0.377,0.883,23.8,0.117,1.1,7.7,30.1,15.4,4.2,4.8
1544,37,HOU,2016,Chinanu Onuaku,6.0,74.0,18.0,14.0,4.0,0.583,0.0,1.0,0.1,0.043,0.0,0.0,12.3,3.0,2.3,0.7
1545,38,MIL,2016,Patrick McCaw,199.0,3373.0,760.0,319.0,270.0,0.42,0.305,0.785,4.4,0.062,0.0,0.0,16.9,3.8,1.6,1.4
1546,39,NOP,2016,David Michineau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,40,NOP,2016,Diamond Stone,7.0,24.0,10.0,6.0,0.0,0.231,0.0,1.0,0.0,0.0,0.0,0.0,3.4,1.4,0.9,0.0
1548,41,ORL,2016,Stephen Zimmerman,19.0,108.0,23.0,35.0,4.0,0.323,0.0,0.6,0.0,0.0,0.0,0.0,5.7,1.2,1.8,0.2
1549,42,UTA,2016,Isaiah Whitehead,89.0,1823.0,643.0,210.0,212.0,0.411,0.305,0.788,0.0,0.0,0.0,0.0,20.5,7.2,2.4,2.4
1550,43,HOU,2016,Zhou Qi,19.0,125.0,24.0,22.0,2.0,0.212,0.105,0.667,0.0,0.0,0.0,0.0,6.6,1.3,1.2,0.1
1551,44,ATL,2016,Isaïa Cordinier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,45,BOS,2016,Demetrius Jackson,26.0,136.0,48.0,19.0,17.0,0.486,0.286,0.667,0.2,0.087,0.0,0.1,5.2,1.8,0.7,0.7
1553,46,DAL,2016,A.J. Hammons,22.0,163.0,48.0,36.0,4.0,0.405,0.5,0.45,0.0,0.0,0.0,0.0,7.4,2.2,1.6,0.2
1554,47,ORL,2016,Jake Layman,232.0,3037.0,1140.0,405.0,125.0,0.459,0.297,0.72,3.7,0.058,0.0,0.0,13.1,4.9,1.7,0.5
1555,48,CHI,2016,Paul Zipser,98.0,1667.0,458.0,256.0,82.0,0.371,0.335,0.769,0.0,0.0,0.0,0.0,17.0,4.7,2.6,0.8
1556,49,DET,2016,Michael Gbinije,9.0,32.0,4.0,3.0,2.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,3.6,0.4,0.3,0.2
1557,50,IND,2016,Georges Niang,283.0,3981.0,1667.0,563.0,228.0,0.435,0.402,0.865,7.4,0.089,0.0,0.9,14.1,5.9,2.0,0.8
1558,51,BOS,2016,Ben Bentil,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.7,0.0
1559,52,UTA,2016,Joel Bolomboy,18.0,91.0,31.0,27.0,2.0,0.545,0.2,0.5,0.3,0.132,0.0,0.0,5.1,1.7,1.5,0.1
1560,53,DEN,2016,Petr Cornelie,13.0,38.0,14.0,14.0,3.0,0.333,0.125,0.75,0.0,0.0,0.0,0.0,2.9,1.1,1.1,0.2
1561,54,ATL,2016,Kay Felder,58.0,526.0,223.0,59.0,78.0,0.364,0.268,0.754,0.0,0.0,0.0,0.0,9.1,3.8,1.0,1.3
1562,55,BRK,2016,Marcus Paige,5.0,28.0,12.0,4.0,3.0,0.286,0.25,1.0,0.0,0.0,0.0,0.0,5.6,2.4,0.8,0.6
1563,56,DEN,2016,Daniel Hamilton,25.0,232.0,69.0,52.0,30.0,0.394,0.357,0.5,0.0,0.0,0.0,0.0,9.3,2.8,2.1,1.2
1564,57,MEM,2016,Wang Zhelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,58,BOS,2016,Abdel Nader,202.0,2583.0,926.0,376.0,110.0,0.428,0.357,0.718,2.8,0.052,0.0,0.0,12.8,4.6,1.9,0.5
1566,59,SAC,2016,Isaiah Cousins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,60,UTA,2016,Tyrone Wallace,106.0,1639.0,549.0,228.0,126.0,0.425,0.203,0.671,0.2,0.006,0.0,0.0,15.5,5.2,2.2,1.2
1568,1,PHI,2017,Markelle Fultz,113.0,2891.0,1228.0,376.0,524.0,0.447,0.265,0.695,3.1,0.052,0.0,0.0,25.6,10.9,3.3,4.6
1569,2,LAL,2017,Lonzo Ball,252.0,8187.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,11.7,0.068,1.1,6.3,32.5,11.9,5.7,6.2
1570,3,BOS,2017,Jayson Tatum,345.0,11473.0,7033.0,2280.0,1005.0,0.453,0.38,0.842,31.5,0.132,2.4,12.9,33.3,20.4,6.6,2.9
1571,4,PHO,2017,Josh Jackson,280.0,6598.0,3224.0,1141.0,529.0,0.417,0.293,0.679,0.0,0.0,0.0,0.0,23.6,11.5,4.1,1.9
1572,5,SAC,2017,De'Aaron Fox,311.0,9894.0,5826.0,1094.0,1922.0,0.459,0.317,0.725,15.0,0.073,0.0,4.9,31.8,18.7,3.5,6.2
1573,6,ORL,2017,Jonathan Isaac,136.0,3512.0,1269.0,741.0,146.0,0.435,0.33,0.797,6.7,0.091,0.2,2.0,25.8,9.3,5.4,1.1
1574,7,MIN,2017,Lauri Markkanen,259.0,7659.0,3955.0,1761.0,329.0,0.439,0.363,0.847,14.7,0.092,0.0,3.6,29.6,15.3,6.8,1.3
1575,8,NYK,2017,Frank Ntilikina,258.0,4708.0,1356.0,479.0,616.0,0.368,0.33,0.774,0.3,0.003,0.0,0.0,18.2,5.3,1.9,2.4
1576,9,DAL,2017,Dennis Smith Jr.,216.0,5152.0,2317.0,636.0,917.0,0.402,0.312,0.652,0.0,0.0,0.0,0.0,23.9,10.7,2.9,4.2
1577,10,SAC,2017,Zach Collins,159.0,2773.0,910.0,640.0,150.0,0.444,0.327,0.717,4.0,0.069,0.0,0.0,17.4,5.7,4.0,0.9
1578,11,CHA,2017,Malik Monk,285.0,5567.0,2802.0,633.0,536.0,0.418,0.353,0.829,4.7,0.041,0.0,0.0,19.5,9.8,2.2,1.9
1579,12,DET,2017,Luke Kennard,277.0,6442.0,2724.0,792.0,570.0,0.449,0.422,0.864,13.1,0.098,0.0,2.9,23.3,9.8,2.9,2.1
1580,13,DEN,2017,Donovan Mitchell,324.0,10906.0,7685.0,1345.0,1423.0,0.441,0.36,0.835,27.3,0.12,2.4,12.2,33.7,23.7,4.2,4.4
1581,14,MIA,2017,Bam Adebayo,321.0,8975.0,4182.0,2634.0,1118.0,0.553,0.146,0.74,32.1,0.172,2.8,10.9,28.0,13.0,8.2,3.5
1582,15,POR,2017,Justin Jackson,255.0,4779.0,1656.0,637.0,276.0,0.426,0.321,0.799,5.3,0.053,0.0,0.0,18.7,6.5,2.5,1.1
1583,16,CHI,2017,Justin Patton,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,0.4,0.066,0.0,0.0,13.5,3.9,2.7,0.9
1584,17,MIL,2017,D.J. Wilson,145.0,1797.0,641.0,450.0,107.0,0.417,0.327,0.618,2.8,0.073,0.0,0.0,12.4,4.4,3.1,0.7
1585,18,IND,2017,T.J. Leaf,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,2.7,0.104,0.0,0.1,8.5,3.3,1.9,0.3
1586,19,ATL,2017,John Collins,289.0,8389.0,4800.0,2416.0,451.0,0.562,0.382,0.78,28.3,0.162,1.5,7.5,29.0,16.6,8.4,1.6
1587,20,POR,2017,Harry Giles,142.0,1835.0,832.0,543.0,174.0,0.511,0.258,0.671,3.0,0.079,0.0,0.0,12.9,5.9,3.8,1.2
1588,21,OKC,2017,Terrance Ferguson,204.0,4000.0,924.0,263.0,144.0,0.404,0.334,0.753,4.4,0.053,0.0,0.0,19.6,4.5,1.3,0.7
1589,22,BRK,2017,Jarrett Allen,335.0,8883.0,3851.0,2913.0,466.0,0.623,0.189,0.698,34.6,0.187,1.7,8.3,26.5,11.5,8.7,1.4
1590,23,TOR,2017,OG Anunoby,295.0,7873.0,3056.0,1213.0,414.0,0.469,0.369,0.706,16.8,0.103,0.0,4.0,26.7,10.4,4.1,1.4
1591,24,UTA,2017,Tyler Lydon,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,0.2,0.084,0.0,0.0,3.7,0.9,0.7,0.2
1592,25,ORL,2017,Anžejs Pasečņiks,28.0,443.0,156.0,108.0,19.0,0.521,0.0,0.586,0.4,0.038,0.0,0.0,15.8,5.6,3.9,0.7
1593,26,POR,2017,Caleb Swanigan,75.0,655.0,169.0,218.0,56.0,0.438,0.118,0.614,0.0,0.0,0.0,0.0,8.7,2.3,2.9,0.7
1594,27,BRK,2017,Kyle Kuzma,331.0,10020.0,5103.0,2038.0,696.0,0.448,0.338,0.722,14.3,0.069,0.0,2.5,30.3,15.4,6.2,2.1
1595,28,LAL,2017,Tony Bradley,157.0,1912.0,748.0,699.0,84.0,0.635,0.429,0.675,7.3,0.184,0.3,1.1,12.2,4.8,4.5,0.5
1596,29,SAS,2017,Derrick White,241.0,6215.0,2790.0,793.0,929.0,0.444,0.341,0.834,13.9,0.107,1.3,5.2,25.8,11.6,3.3,3.9
1597,30,UTA,2017,Josh Hart,286.0,7763.0,2731.0,1646.0,571.0,0.448,0.348,0.736,15.1,0.094,0.0,3.1,27.1,9.5,5.8,2.0
1598,31,CHA,2017,Frank Jackson,203.0,3672.0,1724.0,372.0,207.0,0.426,0.338,0.774,2.3,0.03,0.0,0.0,18.1,8.5,1.8,1.0
1599,32,PHO,2017,Davon Reed,60.0,688.0,192.0,118.0,45.0,0.393,0.379,0.706,0.8,0.054,0.0,0.0,11.5,3.2,2.0,0.8
1600,33,ORL,2017,Wes Iwundu,226.0,3827.0,989.0,555.0,208.0,0.408,0.292,0.798,4.2,0.053,0.0,0.0,16.9,4.4,2.5,0.9
1601,34,SAC,2017,Frank Mason III,103.0,1616.0,695.0,204.0,272.0,0.396,0.301,0.755,1.2,0.035,0.0,0.0,15.7,6.7,2.0,2.6
