,Pick,Teams,Draft Year,Player,Games Played,TotalMinPlayed,TotalPointsScored,TotalRebounds,TotalAssist,FieldGoal_%,3point_% ,FreeThrow_%,Win Shares,Win_sharesPer48mins,BoxPlus-Minus,ValueOverReplacementPlayer,AveMinPerGame,AvePointsPerGame,AveReboundPerGame,AveAssistPerGame
1602,35,ORL,2017,Ivan Rabb,85.0,1237.0,485.0,364.0,86.0,0.555,0.2,0.743,3.2,0.125,0.0,0.1,14.6,5.7,4.3,1.0
1603,36,PHI,2017,Jonah Bolden,51.0,686.0,217.0,174.0,40.0,0.486,0.34,0.484,1.4,0.098,0.0,0.1,13.5,4.3,3.4,0.8
1604,37,BOS,2017,Semi Ojeleye,276.0,4026.0,941.0,599.0,122.0,0.382,0.343,0.706,5.0,0.059,0.0,0.0,14.6,3.4,2.2,0.4
1605,38,CHI,2017,Jordan Bell,161.0,1937.0,593.0,497.0,201.0,0.552,0.2,0.636,4.9,0.121,0.2,1.1,12.0,3.7,3.1,1.2
1606,39,PHI,2017,Jawun Evans,56.0,843.0,237.0,96.0,110.0,0.345,0.263,0.776,0.0,0.0,0.0,0.0,15.1,4.2,1.7,2.0
1607,40,NOP,2017,Dwayne Bacon,207.0,4012.0,1503.0,537.0,230.0,0.402,0.314,0.78,0.8,0.01,0.0,0.0,19.4,7.3,2.6,1.1
1608,41,ATL,2017,Tyler Dorsey,104.0,1672.0,701.0,243.0,135.0,0.389,0.35,0.669,1.0,0.03,0.0,0.0,16.1,6.7,2.3,1.3
1609,42,UTA,2017,Thomas Bryant,159.0,3263.0,1661.0,927.0,211.0,0.593,0.356,0.755,11.4,0.167,1.7,3.0,20.5,10.4,5.8,1.3
1610,43,HOU,2017,Isaiah Hartenstein,144.0,1804.0,744.0,525.0,175.0,0.591,0.308,0.67,6.3,0.167,0.9,1.3,12.5,5.2,3.6,1.2
1611,44,NYK,2017,Damyean Dotson,213.0,4242.0,1594.0,532.0,315.0,0.417,0.345,0.711,3.0,0.034,0.0,0.0,19.9,7.5,2.5,1.5
1612,45,HOU,2017,Dillon Brooks,261.0,7376.0,3752.0,796.0,515.0,0.42,0.351,0.8,4.8,0.031,0.0,0.0,28.3,14.4,3.0,2.0
1613,46,PHI,2017,Sterling Brown,253.0,4329.0,1410.0,862.0,262.0,0.423,0.37,0.791,6.6,0.073,0.0,0.0,17.1,5.6,3.4,1.0
1614,47,IND,2017,Ike Anigbogu,14.0,36.0,13.0,12.0,1.0,0.333,0.0,0.833,0.0,0.057,0.0,0.0,2.6,0.9,0.9,0.1
1615,48,MIL,2017,Sindarius Thornwell,160.0,1721.0,401.0,206.0,111.0,0.407,0.34,0.672,1.1,0.032,0.0,0.0,10.8,2.5,1.3,0.7
1616,49,DEN,2017,Vlatko Čančar,69.0,478.0,162.0,83.0,30.0,0.484,0.333,0.793,0.8,0.078,0.0,0.0,6.9,2.3,1.2,0.4
1617,50,PHI,2017,Mathias Lessort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,51,DEN,2017,Monte Morris,257.0,6388.0,2660.0,583.0,934.0,0.478,0.388,0.823,16.6,0.125,0.3,3.7,24.9,10.4,2.3,3.6
1619,52,NOP,2017,Edmond Sumner,108.0,1520.0,619.0,165.0,114.0,0.474,0.333,0.728,1.9,0.061,0.0,0.0,14.1,5.7,1.5,1.1
1620,53,BOS,2017,Kadeem Allen,47.0,640.0,258.0,71.0,109.0,0.435,0.349,0.757,1.0,0.075,0.0,0.1,13.6,5.5,1.5,2.3
1621,54,PHO,2017,Alec Peters,20.0,225.0,82.0,37.0,12.0,0.378,0.31,0.8,0.3,0.055,0.0,0.0,11.3,4.1,1.9,0.6
1622,55,UTA,2017,Nigel Williams-Goss,10.0,50.0,14.0,6.0,6.0,0.313,0.286,1.0,0.0,0.017,0.0,0.0,5.0,1.4,0.6,0.6
1623,56,BOS,2017,Jabari Bird,13.0,115.0,39.0,19.0,8.0,0.577,0.429,0.462,0.2,0.098,0.0,0.0,8.8,3.0,1.5,0.6
1624,57,BRK,2017,Sasha Vezenkov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,58,NYK,2017,Ognjen Jaramaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,59,SAS,2017,Jaron Blossomgame,27.0,439.0,114.0,98.0,13.0,0.443,0.256,0.769,0.3,0.03,0.0,0.0,16.3,4.2,3.6,0.5
1627,60,ATL,2017,Alpha Kaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,1,PHO,2018,Deandre Ayton,215.0,6610.0,3455.0,2272.0,349.0,0.595,0.196,0.751,22.1,0.161,1.1,5.2,30.7,16.1,10.6,1.6
1629,2,SAC,2018,Marvin Bagley III,150.0,3713.0,2010.0,1115.0,133.0,0.493,0.298,0.665,6.3,0.081,0.0,0.0,24.8,13.4,7.4,0.9
1630,3,ATL,2018,Luka Dončić,243.0,8186.0,6327.0,2067.0,1929.0,0.456,0.332,0.734,26.3,0.154,6.6,17.7,33.7,26.0,8.5,7.9
1631,4,MEM,2018,Jaren Jackson Jr.,185.0,5037.0,2932.0,950.0,217.0,0.457,0.353,0.779,11.6,0.11,0.0,2.6,27.2,15.8,5.1,1.2
1632,5,DAL,2018,Trae Young,257.0,8572.0,6396.0,1007.0,2300.0,0.437,0.352,0.868,22.6,0.126,2.7,10.1,33.4,24.9,3.9,8.9
1633,6,ORL,2018,Mo Bamba,204.0,3641.0,1479.0,1187.0,180.0,0.47,0.333,0.68,8.5,0.112,0.0,1.7,17.8,7.3,5.8,0.9
1634,7,CHI,2018,Wendell Carter Jr.,192.0,5238.0,2260.0,1675.0,372.0,0.507,0.291,0.738,12.4,0.114,0.0,1.4,27.3,11.8,8.7,1.9
1635,8,CLE,2018,Collin Sexton,218.0,7179.0,4356.0,663.0,720.0,0.458,0.378,0.827,5.5,0.037,0.0,0.0,32.9,20.0,3.0,3.3
1636,9,NYK,2018,Kevin Knox,203.0,3956.0,1608.0,615.0,170.0,0.368,0.342,0.704,0.0,0.0,0.0,0.0,19.5,7.9,3.0,0.8
1637,10,PHI,2018,Mikal Bridges,285.0,8826.0,3096.0,1117.0,577.0,0.505,0.374,0.832,22.1,0.12,1.0,6.7,31.0,10.9,3.9,2.0
1638,11,CHA,2018,Shai Gilgeous-Alexander,230.0,7269.0,4026.0,1013.0,945.0,0.467,0.345,0.807,16.2,0.107,1.6,6.7,31.6,17.5,4.4,4.1
1639,12,LAC,2018,Miles Bridges,269.0,7726.0,3441.0,1500.0,564.0,0.467,0.34,0.808,13.7,0.085,0.0,2.9,28.7,12.8,5.6,2.1
1640,13,LAC,2018,Jerome Robinson,113.0,1604.0,514.0,208.0,131.0,0.363,0.31,0.721,0.0,0.0,0.0,0.0,14.2,4.5,1.8,1.2
1641,14,DEN,2018,Michael Porter Jr.,125.0,3080.0,1763.0,763.0,133.0,0.518,0.419,0.795,9.6,0.15,2.1,3.1,24.6,14.1,6.1,1.1
1642,15,WAS,2018,Troy Brown Jr.,203.0,3904.0,1346.0,803.0,342.0,0.426,0.33,0.754,4.6,0.056,0.0,0.0,19.2,6.6,4.0,1.7
1643,16,PHO,2018,Zhaire Smith,13.0,143.0,48.0,15.0,12.0,0.378,0.316,0.667,0.0,0.011,0.0,0.0,11.0,3.7,1.2,0.9
1644,17,MIL,2018,Donte DiVincenzo,179.0,4161.0,1579.0,836.0,429.0,0.421,0.34,0.755,8.6,0.099,0.0,2.1,23.2,8.8,4.7,2.4
1645,18,SAS,2018,Lonnie Walker IV,192.0,3858.0,1708.0,450.0,301.0,0.41,0.339,0.788,1.3,0.017,0.0,0.0,20.1,8.9,2.3,1.6
1646,19,ATL,2018,Kevin Huerter,251.0,7414.0,2825.0,866.0,811.0,0.43,0.376,0.787,8.3,0.054,0.0,1.1,29.5,11.3,3.5,3.2
1647,20,MIN,2018,Josh Okogie,228.0,4909.0,1504.0,702.0,271.0,0.4,0.273,0.755,5.0,0.049,0.0,0.0,21.5,6.6,3.1,1.2
1648,21,UTA,2018,Grayson Allen,175.0,3764.0,1637.0,434.0,259.0,0.424,0.386,0.837,7.1,0.09,0.0,1.1,21.5,9.4,2.5,1.5
1649,22,CHI,2018,Chandler Hutchison,103.0,1790.0,558.0,376.0,79.0,0.442,0.309,0.643,1.1,0.03,0.0,0.0,17.4,5.4,3.7,0.8
1650,23,IND,2018,Aaron Holiday,226.0,4142.0,1669.0,385.0,521.0,0.415,0.371,0.827,4.1,0.047,0.0,0.0,18.3,7.4,1.7,2.3
1651,24,POR,2018,Anfernee Simons,207.0,4249.0,2055.0,448.0,404.0,0.425,0.39,0.828,4.6,0.052,0.0,0.0,20.5,9.9,2.2,2.0
1652,25,LAL,2018,Moritz Wagner,178.0,2567.0,1252.0,560.0,179.0,0.486,0.32,0.812,4.8,0.089,0.0,0.1,14.4,7.0,3.1,1.0
1653,26,PHI,2018,Landry Shamet,238.0,5548.0,2112.0,432.0,386.0,0.408,0.39,0.837,9.7,0.084,0.0,0.2,23.3,8.9,1.8,1.6
1654,27,BOS,2018,Robert Williams,160.0,3064.0,1116.0,1024.0,221.0,0.725,0.0,0.65,16.0,0.25,5.0,5.4,19.2,7.0,6.4,1.4
1655,28,GSW,2018,Jacob Evans,59.0,622.0,168.0,66.0,54.0,0.337,0.315,0.833,0.0,0.0,0.0,0.0,10.5,2.8,1.1,0.9
1656,29,BRK,2018,Džanan Musa,49.0,526.0,211.0,91.0,45.0,0.376,0.227,0.726,0.0,0.003,0.0,0.0,10.7,4.3,1.9,0.9
1657,30,ATL,2018,Omari Spellman,95.0,1691.0,642.0,413.0,94.0,0.417,0.366,0.766,2.4,0.068,0.0,0.2,17.8,6.8,4.3,1.0
1658,31,PHO,2018,Elie Okobo,108.0,1677.0,523.0,188.0,242.0,0.395,0.315,0.737,0.5,0.014,0.0,0.0,15.5,4.8,1.7,2.2
1659,32,MEM,2018,Jevon Carter,203.0,2791.0,872.0,343.0,270.0,0.375,0.369,0.789,3.3,0.057,0.0,0.4,13.7,4.3,1.7,1.3
1660,33,DAL,2018,Jalen Brunson,256.0,6171.0,2944.0,756.0,971.0,0.494,0.373,0.786,15.6,0.121,0.1,3.3,24.1,11.5,3.0,3.8
1661,34,ATL,2018,Devonte' Graham,219.0,6234.0,2891.0,564.0,1131.0,0.372,0.358,0.825,9.0,0.07,0.0,2.4,28.5,13.2,2.6,5.2
1662,35,ORL,2018,Melvin Frazier,29.0,170.0,55.0,15.0,4.0,0.4,0.364,0.375,0.0,0.008,0.0,0.0,5.9,1.9,0.5,0.1
1663,36,NYK,2018,Mitchell Robinson,211.0,4973.0,1777.0,1566.0,113.0,0.719,0.0,0.555,22.4,0.217,2.2,5.2,23.6,8.4,7.4,0.5
1664,37,SAC,2018,Gary Trent Jr.,182.0,4920.0,2360.0,391.0,238.0,0.422,0.394,0.793,8.0,0.078,0.0,1.3,27.0,13.0,2.1,1.3
1665,38,PHI,2018,Khyri Thomas,39.0,409.0,160.0,39.0,36.0,0.388,0.316,0.75,0.5,0.058,0.0,0.0,10.5,4.1,1.0,0.9
1666,39,PHI,2018,Isaac Bonga,141.0,1868.0,438.0,320.0,117.0,0.432,0.3,0.763,1.7,0.043,0.0,0.0,13.2,3.1,2.3,0.8
1667,40,BRK,2018,Rodions Kurucs,131.0,2103.0,780.0,406.0,113.0,0.444,0.329,0.739,2.3,0.052,0.0,0.0,16.1,6.0,3.1,0.9
1668,41,ORL,2018,Jarred Vanderbilt,146.0,2659.0,767.0,877.0,155.0,0.596,0.167,0.609,8.0,0.145,0.2,1.5,18.2,5.3,6.0,1.1
1669,42,DET,2018,Bruce Brown,247.0,5598.0,1732.0,1023.0,491.0,0.474,0.301,0.739,10.2,0.087,0.0,0.7,22.7,7.0,4.1,2.0
1670,43,DEN,2018,Justin Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,44,WAS,2018,Issuf Sanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,45,BRK,2018,Hamidou Diallo,200.0,3799.0,1676.0,787.0,218.0,0.473,0.276,0.634,4.6,0.058,0.0,0.0,19.0,8.4,3.9,1.1
1673,46,HOU,2018,De'Anthony Melton,213.0,4352.0,1684.0,745.0,602.0,0.405,0.347,0.757,6.3,0.07,0.3,2.5,20.4,7.9,3.5,2.8
1674,47,LAL,2018,Svi Mykhailiuk,207.0,3683.0,1424.0,392.0,293.0,0.4,0.354,0.779,2.5,0.033,0.0,0.0,17.8,6.9,1.9,1.4
1675,48,MIN,2018,Keita Bates-Diop,149.0,2224.0,757.0,434.0,86.0,0.451,0.308,0.696,3.1,0.066,0.0,0.0,14.9,5.1,2.9,0.6
1676,49,SAS,2018,Chimezie Metu,125.0,1669.0,712.0,427.0,98.0,0.456,0.288,0.755,1.6,0.047,0.0,0.0,13.4,5.7,3.4,0.8
1677,50,IND,2018,Alize Johnson,68.0,510.0,173.0,205.0,30.0,0.493,0.25,0.718,1.3,0.124,0.0,0.0,7.5,2.5,3.0,0.4
1678,51,NOP,2018,Tony Carr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,52,UTA,2018,Vince Edwards,2.0,16.0,3.0,2.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,8.0,1.5,1.0,0.0
1680,53,OKC,2018,Devon Hall,11.0,81.0,20.0,7.0,13.0,0.2,0.235,0.5,0.0,0.0,0.0,0.0,7.4,1.8,0.6,1.2
1681,54,DAL,2018,Shake Milton,154.0,3289.0,1589.0,367.0,403.0,0.446,0.361,0.825,6.0,0.088,0.0,0.2,21.4,10.3,2.4,2.6
1682,55,CHA,2018,Arnoldas Kulboka,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1683,56,PHI,2018,Ray Spalding,16.0,167.0,58.0,52.0,5.0,0.529,0.0,0.286,0.1,0.024,0.0,0.0,10.4,3.6,3.3,0.3
1684,57,OKC,2018,Kevin Hervey,10.0,52.0,17.0,12.0,5.0,0.259,0.15,0.0,0.0,0.0,0.0,0.0,5.2,1.7,1.2,0.5
1685,58,DEN,2018,Thomas Welsh,11.0,36.0,18.0,4.0,5.0,0.538,0.429,0.5,0.1,0.162,1.2,0.0,3.3,1.6,0.4,0.5
1686,59,PHO,2018,George King,5.0,25.0,1.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.0,0.2,1.2,0.0
1687,60,PHI,2018,Kostas Antetokounmpo,22.0,87.0,21.0,23.0,3.0,0.375,0.0,0.474,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.1
1688,1,NOP,2019,Zion Williamson,85.0,2694.0,2187.0,591.0,276.0,0.604,0.333,0.683,10.6,0.189,4.9,4.7,31.7,25.7,7.0,3.2
1689,2,MEM,2019,Ja Morant,176.0,5653.0,3630.0,780.0,1269.0,0.473,0.321,0.752,12.6,0.107,1.6,5.1,32.1,20.6,4.4,7.2
1690,3,NYK,2019,RJ Barrett,176.0,5802.0,2930.0,965.0,485.0,0.421,0.364,0.687,5.0,0.041,0.0,0.0,33.0,16.6,5.5,2.8
1691,4,LAL,2019,De'Andre Hunter,116.0,3569.0,1513.0,498.0,192.0,0.434,0.356,0.778,2.2,0.03,0.0,0.0,30.8,13.0,4.3,1.7
1692,5,CLE,2019,Darius Garland,160.0,5240.0,2622.0,396.0,932.0,0.444,0.375,0.877,4.2,0.038,0.0,0.1,32.8,16.4,2.5,5.8
1693,6,PHO,2019,Jarrett Culver,124.0,2253.0,862.0,355.0,160.0,0.407,0.29,0.505,0.2,0.003,0.0,0.0,18.2,7.0,2.9,1.3
1694,7,CHI,2019,Coby White,173.0,4931.0,2446.0,635.0,613.0,0.415,0.366,0.847,5.5,0.053,0.0,0.0,28.5,14.1,3.7,3.5
1695,8,ATL,2019,Jaxson Hayes,171.0,2845.0,1328.0,701.0,114.0,0.647,0.318,0.716,10.5,0.178,0.2,1.5,16.6,7.8,4.1,0.7
1696,9,WAS,2019,Rui Hachimura,123.0,3571.0,1598.0,665.0,187.0,0.471,0.335,0.796,4.4,0.059,0.0,0.0,29.0,13.0,5.4,1.5
1697,10,ATL,2019,Cam Reddish,127.0,3202.0,1353.0,412.0,164.0,0.384,0.325,0.841,0.8,0.011,0.0,0.0,25.2,10.7,3.2,1.3
1698,11,MIN,2019,Cameron Johnson,172.0,4123.0,1730.0,617.0,229.0,0.439,0.389,0.835,10.0,0.116,0.9,3.1,24.0,10.1,3.6,1.3
1699,12,CHA,2019,P.J. Washington,165.0,4805.0,1955.0,976.0,370.0,0.446,0.38,0.702,6.7,0.067,0.0,1.2,29.1,11.8,5.9,2.2
1700,13,MIA,2019,Tyler Herro,155.0,4647.0,2478.0,713.0,486.0,0.431,0.375,0.852,5.2,0.053,0.0,1.0,30.0,16.0,4.6,3.1
1701,14,BOS,2019,Romeo Langford,94.0,1381.0,342.0,180.0,45.0,0.396,0.305,0.662,1.5,0.053,0.0,0.0,14.7,3.6,1.9,0.5
1702,15,DET,2019,Sekou Doumbouya,96.0,1639.0,542.0,267.0,66.0,0.388,0.256,0.693,0.0,0.0,0.0,0.0,17.1,5.6,2.8,0.7
1703,16,ORL,2019,Chuma Okeke,94.0,2303.0,751.0,409.0,177.0,0.397,0.323,0.795,2.6,0.055,0.0,0.7,24.5,8.0,4.4,1.9
1704,17,BRK,2019,Nickeil Alexander-Walker,145.0,2920.0,1414.0,393.0,330.0,0.388,0.33,0.715,0.2,0.004,0.0,0.0,20.1,9.8,2.7,2.3
1705,18,IND,2019,Goga Bitadze,134.0,1445.0,575.0,357.0,87.0,0.446,0.214,0.687,2.7,0.089,0.0,0.0,10.8,4.3,2.7,0.6
1706,19,SAS,2019,Luka Šamanić,36.0,356.0,138.0,78.0,21.0,0.43,0.294,0.576,0.1,0.015,0.0,0.0,9.9,3.8,2.2,0.6
1707,20,BOS,2019,Matisse Thybulle,173.0,3719.0,802.0,328.0,192.0,0.441,0.319,0.598,7.3,0.094,1.0,2.8,21.5,4.6,1.9,1.1
1708,21,OKC,2019,Brandon Clarke,162.0,3582.0,1784.0,920.0,240.0,0.587,0.294,0.717,13.8,0.184,2.9,4.4,22.1,11.0,5.7,1.5
1709,22,BOS,2019,Grant Williams,187.0,3459.0,941.0,533.0,193.0,0.45,0.378,0.734,6.5,0.09,0.0,0.2,18.5,5.0,2.9,1.0
1710,23,UTA,2019,Darius Bazley,169.0,4293.0,1618.0,990.0,211.0,0.397,0.305,0.699,1.4,0.016,0.0,0.0,25.4,9.6,5.9,1.2
1711,24,PHI,2019,Ty Jerome,112.0,1917.0,795.0,215.0,273.0,0.398,0.344,0.784,2.1,0.052,0.0,0.0,17.1,7.1,1.9,2.4
1712,25,POR,2019,Nassir Little,138.0,2301.0,802.0,472.0,99.0,0.455,0.317,0.727,3.7,0.078,0.0,0.0,16.7,5.8,3.4,0.7
1713,26,CLE,2019,Dylan Windler,68.0,857.0,255.0,169.0,58.0,0.435,0.359,0.778,1.3,0.071,0.0,0.1,12.6,3.8,2.5,0.9
1714,27,BRK,2019,Mfiondu Kabengele,51.0,344.0,137.0,71.0,19.0,0.388,0.314,0.84,0.4,0.054,0.0,0.0,6.7,2.7,1.4,0.4
1715,28,GSW,2019,Jordan Poole,161.0,3791.0,1982.0,375.0,417.0,0.404,0.325,0.874,4.2,0.054,0.0,0.0,23.5,12.3,2.3,2.6
1716,29,SAS,2019,Keldon Johnson,141.0,3989.0,1898.0,797.0,237.0,0.481,0.396,0.749,7.6,0.091,0.0,0.8,28.3,13.5,5.7,1.7
1717,30,MIL,2019,Kevin Porter Jr.,115.0,3170.0,1463.0,415.0,514.0,0.421,0.347,0.68,0.1,0.001,0.0,0.0,27.6,12.7,3.6,4.5
1718,31,BRK,2019,Nic Claxton,72.0,1311.0,506.0,350.0,65.0,0.621,0.167,0.522,4.2,0.154,0.1,0.7,18.2,7.0,4.9,0.9
1719,32,PHO,2019,KZ Okpala,63.0,717.0,176.0,114.0,34.0,0.406,0.273,0.607,0.7,0.048,0.0,0.0,11.4,2.8,1.8,0.5
1720,33,PHI,2019,Carsen Edwards,68.0,627.0,244.0,73.0,38.0,0.372,0.302,0.75,0.4,0.03,0.0,0.0,9.2,3.6,1.1,0.6
1721,34,PHI,2019,Bruno Fernando,111.0,1010.0,320.0,297.0,63.0,0.498,0.146,0.617,0.8,0.04,0.0,0.0,9.1,2.9,2.7,0.6
1722,35,ATL,2019,Didi Louzada,5.0,63.0,8.0,5.0,4.0,0.188,0.182,0.0,0.0,0.0,0.0,0.0,12.6,1.6,1.0,0.8
1723,36,CHA,2019,Cody Martin,149.0,3086.0,836.0,527.0,309.0,0.444,0.325,0.642,4.7,0.072,0.0,0.5,20.7,5.6,3.5,2.1
1724,37,DAL,2019,Deividas Sirvydis,23.0,160.0,44.0,35.0,6.0,0.3,0.314,0.5,0.0,0.0,0.0,0.0,7.0,1.9,1.5,0.3
1725,38,CHI,2019,Daniel Gafford,146.0,2401.0,1032.0,630.0,99.0,0.683,0.0,0.664,9.5,0.189,1.2,1.9,16.4,7.1,4.3,0.7
1726,39,NOP,2019,Alen Smailagić,29.0,223.0,87.0,43.0,17.0,0.463,0.304,0.72,0.3,0.056,0.0,0.0,7.7,3.0,1.5,0.6
1727,40,SAC,2019,Justin James,72.0,542.0,228.0,62.0,40.0,0.446,0.343,0.544,0.3,0.024,0.0,0.0,7.5,3.2,0.9,0.6
1728,41,GSW,2019,Eric Paschall,144.0,2932.0,1476.0,494.0,205.0,0.495,0.326,0.755,4.6,0.075,0.0,0.0,20.4,10.3,3.4,1.4
1729,42,PHI,2019,Admiral Schofield,57.0,639.0,182.0,96.0,31.0,0.419,0.324,0.682,0.4,0.027,0.0,0.0,11.2,3.2,1.7,0.5
1730,43,MIN,2019,Jaylen Nowell,99.0,1523.0,761.0,190.0,168.0,0.436,0.326,0.803,2.7,0.084,0.0,0.2,15.4,7.7,1.9,1.7
1731,44,MIA,2019,Bol Bol,53.0,328.0,142.0,63.0,18.0,0.478,0.378,0.667,0.2,0.033,0.0,0.0,6.2,2.7,1.2,0.3
1732,45,DET,2019,Isaiah Roby,86.0,1769.0,686.0,424.0,122.0,0.488,0.319,0.729,2.1,0.056,0.0,0.0,20.6,8.0,4.9,1.4
1733,46,ORL,2019,Talen Horton-Tucker,113.0,2473.0,1018.0,317.0,299.0,0.438,0.279,0.779,3.0,0.058,0.0,0.0,21.9,9.0,2.8,2.6
1734,47,SAC,2019,Ignas Brazdeikis,50.0,553.0,187.0,86.0,42.0,0.377,0.319,0.765,0.1,0.006,0.0,0.0,11.1,3.7,1.7,0.8
1735,48,LAC,2019,Terance Mann,168.0,3359.0,1202.0,609.0,299.0,0.492,0.379,0.77,8.3,0.119,0.0,1.1,20.0,7.2,3.6,1.8
1736,49,SAS,2019,Quinndary Weatherspoon,36.0,232.0,72.0,24.0,21.0,0.435,0.167,0.8,0.0,0.002,0.0,0.0,6.4,2.0,0.7,0.6
1737,50,IND,2019,Jarrell Brantley,37.0,234.0,88.0,47.0,26.0,0.438,0.366,0.75,0.5,0.099,0.0,0.1,6.3,2.4,1.3,0.7
1738,51,BOS,2019,Tremont Waters,40.0,407.0,149.0,37.0,85.0,0.354,0.296,0.96,0.1,0.011,0.0,0.0,10.2,3.7,0.9,2.1
1739,52,CHA,2019,Jalen McDaniels,102.0,1882.0,692.0,370.0,109.0,0.477,0.353,0.709,2.9,0.073,0.0,0.0,18.5,6.8,3.6,1.1
1740,53,UTA,2019,Justin Wright-Foreman,4.0,45.0,19.0,5.0,7.0,0.35,0.2,0.75,0.0,0.0,0.0,0.0,11.3,4.8,1.3,1.8
1741,54,PHI,2019,Marial Shayok,4.0,28.0,11.0,7.0,1.0,0.25,0.333,0.75,0.0,0.0,0.0,0.0,7.0,2.8,1.8,0.3
1742,55,NYK,2019,Kyle Guy,49.0,420.0,164.0,49.0,50.0,0.373,0.321,0.767,0.2,0.018,0.0,0.0,8.6,3.3,1.0,1.0
1743,56,LAC,2019,Jaylen Hands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,57,NOP,2019,Jordan Bone,24.0,249.0,68.0,28.0,26.0,0.378,0.286,0.0,0.1,0.01,0.0,0.0,10.4,2.8,1.2,1.1
1745,58,GSW,2019,Miye Oni,80.0,672.0,145.0,108.0,37.0,0.35,0.33,0.75,1.0,0.07,0.0,0.0,8.4,1.8,1.4,0.5
1746,59,TOR,2019,Dewan Hernandez,6.0,28.0,14.0,14.0,3.0,0.357,0.5,0.6,0.0,0.043,0.0,0.0,4.7,2.3,2.3,0.5
1747,60,SAC,2019,Vanja Marinković,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,1,MIN,2020,Anthony Edwards,125.0,4148.0,2551.0,589.0,400.0,0.425,0.341,0.776,3.9,0.045,0.0,1.4,33.2,20.4,4.7,3.2
1749,2,GSW,2020,James Wiseman,39.0,836.0,448.0,226.0,26.0,0.519,0.316,0.628,0.7,0.042,0.0,0.0,21.4,11.5,5.8,0.7
1750,3,CHA,2020,LaMelo Ball,104.0,3202.0,1865.0,678.0,713.0,0.429,0.361,0.811,7.1,0.106,2.7,3.8,30.8,17.9,6.5,6.9
1751,4,CHI,2020,Patrick Williams,76.0,2108.0,688.0,338.0,102.0,0.486,0.396,0.736,2.7,0.061,0.0,0.0,27.7,9.1,4.4,1.3
1752,5,CLE,2020,Isaac Okoro,110.0,3413.0,1031.0,340.0,208.0,0.435,0.299,0.746,3.6,0.051,0.0,0.0,31.0,9.4,3.1,1.9
1753,6,ATL,2020,Onyeka Okongwu,76.0,1159.0,453.0,306.0,46.0,0.679,0.0,0.681,4.1,0.17,0.0,0.5,15.3,6.0,4.0,0.6
1754,7,DET,2020,Killian Hayes,72.0,1793.0,461.0,202.0,325.0,0.358,0.276,0.818,0.0,0.0,0.0,0.0,24.9,6.4,2.8,4.5
1755,8,NYK,2020,Obi Toppin,116.0,1496.0,646.0,331.0,77.0,0.505,0.264,0.746,3.6,0.115,0.0,0.6,12.9,5.6,2.9,0.7
1756,9,WAS,2020,Deni Avdija,112.0,2616.0,790.0,557.0,159.0,0.43,0.311,0.726,3.5,0.064,0.0,0.0,23.4,7.1,5.0,1.4
1757,10,PHO,2020,Jalen Smith,60.0,622.0,276.0,201.0,14.0,0.475,0.275,0.754,1.5,0.119,0.0,0.0,10.4,4.6,3.4,0.2
1758,11,SAS,2020,Devin Vassell,113.0,2367.0,929.0,389.0,142.0,0.424,0.346,0.822,3.7,0.075,0.0,0.6,20.9,8.2,3.4,1.3
1759,12,SAC,2020,Tyrese Haliburton,113.0,3658.0,1563.0,389.0,732.0,0.466,0.413,0.841,8.3,0.109,2.1,3.8,32.4,13.8,3.4,6.5
1760,13,NOP,2020,Kira Lewis Jr.,78.0,1245.0,484.0,110.0,173.0,0.391,0.298,0.841,0.7,0.027,0.0,0.0,16.0,6.2,1.4,2.2
1761,14,BOS,2020,Aaron Nesmith,87.0,1112.0,363.0,197.0,36.0,0.411,0.31,0.809,1.2,0.051,0.0,0.0,12.8,4.2,2.3,0.4
